dataValidTime_sensor,dataReceiveTime_system,Estimated Time
39.96,1039.92,1039.94
39.98,1039.96,1039.98
40,1039.97,1039.99
40.02,1039.99,1040.01
40.04,1040.01,1040.03
40.06,1040.02,1040.04
40.08,1040.05,1040.07
40.1,1040.08,1040.1
40.12,1040.11,1040.13
40.14,1040.14,1040.16
40.16,1040.16,1040.18
40.18,1040.16,1040.18
40.2,1040.17,1040.19
40.22,1040.22,1040.24
40.24,1040.22,1040.24
40.26,1040.22,1040.24
40.28,1040.27,1040.29
40.3,1040.29,1040.31
40.32,1040.31,1040.33
40.34,1040.31,1040.33
40.36,1040.33,1040.35
40.38,1040.39,1040.41
40.4,1040.39,1040.41
40.42,1040.4,1040.42
40.44,1040.41,1040.43
40.46,1040.44,1040.46
40.48,1040.46,1040.48
40.5,1040.48,1040.5
40.52,1040.52,1040.54
40.54,1040.52,1040.54
40.56,1040.52,1040.54
40.58,1040.57,1040.59
40.6,1040.57,1040.59
40.62,1040.62,1040.64
40.64,1040.62,1040.64
40.66,1040.64,1040.66
40.68,1040.64,1040.66
40.7,1040.66,1040.68
40.72,1040.68,1040.7
40.74,1040.72,1040.74
40.76,1040.75,1040.77
40.78,1040.75,1040.77
40.8,1040.79,1040.81
40.82,1040.82,1040.84
40.84,1040.82,1040.84
40.86,1040.85,1040.87
40.88,1040.85,1040.87
40.9,1040.88,1040.9
40.92,1040.88,1040.9
40.94,1040.92,1040.94
40.96,1040.93,1040.95
40.98,1040.96,1040.98
41,1040.97,1040.99
41.02,1041.02,1041.04
41.04,1041.02,1041.04
41.06,1041.07,1041.09
41.08,1041.07,1041.09
41.1,1041.09,1041.11
41.12,1041.1,1041.12
41.14,1041.11,1041.13
41.16,1041.13,1041.15
41.18,1041.18,1041.2
41.2,1041.2,1041.22
41.22,1041.2,1041.22
41.24,1041.22,1041.24
41.26,1041.22,1041.24
41.28,1041.27,1041.29
41.3,1041.27,1041.29
41.32,1041.28,1041.3
41.34,1041.33,1041.35
41.36,1041.36,1041.38
41.38,1041.36,1041.38
41.4,1041.38,1041.4
41.42,1041.4,1041.42
41.44,1041.43,1041.45
41.46,1041.43,1041.45
41.48,1041.48,1041.5
41.5,1041.49,1041.51
41.52,1041.49,1041.51
41.54,1041.5,1041.52
41.56,1041.53,1041.55
41.58,1041.56,1041.58
41.6,1041.56,1041.58
41.62,1041.59,1041.61
41.64,1041.61,1041.63
41.66,1041.63,1041.65
41.68,1041.64,1041.66
41.7,1041.66,1041.68
41.72,1041.68,1041.7
41.74,1041.72,1041.74
41.76,1041.74,1041.76
41.78,1041.74,1041.76
41.8,1041.81,1041.83
41.82,1041.81,1041.83
41.84,1041.81,1041.83
41.86,1041.82,1041.84
41.88,1041.85,1041.87
41.9,1041.87,1041.89
41.92,1041.88,1041.9
41.94,1041.9,1041.92
41.96,1041.97,1041.99
41.98,1041.97,1041.99
42,1041.99,1042.01
42.02,1041.99,1042.01
42.04,1042,1042.02
42.06,1042.05,1042.07
42.08,1042.05,1042.07
42.1,1042.06,1042.08
42.12,1042.08,1042.1
42.14,1042.11,1042.13
42.16,1042.15,1042.17
42.18,1042.15,1042.17
42.2,1042.19,1042.21
42.22,1042.19,1042.21
42.24,1042.2,1042.22
42.26,1042.25,1042.27
42.28,1042.25,1042.27
42.3,1042.27,1042.29
42.32,1042.32,1042.34
42.34,1042.32,1042.34
42.36,1042.34,1042.36
42.38,1042.36,1042.38
42.4,1042.39,1042.41
42.42,1042.39,1042.41
42.44,1042.41,1042.43
42.46,1042.43,1042.45
42.48,1042.45,1042.47
42.5,1042.46,1042.48
42.52,1042.52,1042.54
42.54,1042.52,1042.54
42.56,1042.54,1042.56
42.58,1042.54,1042.56
42.6,1042.58,1042.6
42.62,1042.61,1042.63
42.64,1042.64,1042.66
42.66,1042.65,1042.67
42.68,1042.66,1042.68
42.7,1042.66,1042.68
42.72,1042.68,1042.7
42.74,1042.7,1042.72
42.76,1042.72,1042.74
42.78,1042.76,1042.78
42.8,1042.77,1042.79
42.82,1042.79,1042.81
42.84,1042.81,1042.83
42.86,1042.84,1042.86
42.88,1042.88,1042.9
42.9,1042.88,1042.9
42.92,1042.9,1042.92
42.94,1042.9,1042.92
42.96,1042.92,1042.94
42.98,1042.96,1042.98
43,1042.97,1042.99
43.02,1042.98,1043
43.04,1043,1043.02
43.06,1043.06,1043.08
43.08,1043.06,1043.08
43.1,1043.08,1043.1
43.12,1043.08,1043.1
43.14,1043.13,1043.15
43.16,1043.13,1043.15
43.18,1043.14,1043.16
43.2,1043.16,1043.18
43.22,1043.19,1043.21
43.24,1043.21,1043.23
43.26,1043.22,1043.24
43.28,1043.24,1043.26
43.3,1043.26,1043.28
43.32,1043.28,1043.3
43.34,1043.3,1043.32
43.36,1043.35,1043.37
43.38,1043.35,1043.37
43.4,1043.4,1043.42
43.42,1043.4,1043.42
43.44,1043.41,1043.43
43.46,1043.45,1043.47
43.48,1043.48,1043.5
43.5,1043.48,1043.5
43.52,1043.51,1043.53
43.54,1043.53,1043.55
43.56,1043.55,1043.57
43.58,1043.55,1043.57
43.6,1043.56,1043.58
43.62,1043.6,1043.62
43.64,1043.62,1043.64
43.66,1043.66,1043.68
43.68,1043.66,1043.68
43.7,1043.69,1043.71
43.72,1043.69,1043.71
43.74,1043.71,1043.73
43.76,1043.72,1043.74
43.78,1043.77,1043.79
43.8,1043.78,1043.8
43.82,1043.78,1043.8
43.84,1043.8,1043.82
43.86,1043.82,1043.84
43.88,1043.88,1043.9
43.9,1043.88,1043.9
43.92,1043.92,1043.94
43.94,1043.92,1043.94
43.96,1043.94,1043.96
43.98,1043.94,1043.96
44,1043.96,1043.98
44.02,1044,1044.02
44.04,1044.04,1044.06
44.06,1044.06,1044.08
44.08,1044.06,1044.08
44.1,1044.09,1044.11
44.12,1044.09,1044.11
44.14,1044.13,1044.15
44.16,1044.13,1044.15
44.18,1044.15,1044.17
44.2,1044.17,1044.19
44.22,1044.21,1044.23
44.24,1044.21,1044.23
44.26,1044.22,1044.24
44.28,1044.24,1044.26
44.3,1044.26,1044.28
44.32,1044.28,1044.3
44.34,1044.3,1044.32
44.36,1044.33,1044.35
44.38,1044.35,1044.37
44.4,1044.36,1044.38
44.42,1044.39,1044.41
44.44,1044.4,1044.42
44.46,1044.42,1044.44
44.48,1044.45,1044.47
44.5,1044.49,1044.51
44.52,1044.49,1044.51
44.54,1044.53,1044.55
44.56,1044.56,1044.58
44.58,1044.58,1044.6
44.6,1044.58,1044.6
44.62,1044.61,1044.63
44.64,1044.61,1044.63
44.66,1044.64,1044.66
44.68,1044.64,1044.66
44.7,1044.66,1044.68
44.72,1044.68,1044.7
44.74,1044.71,1044.73
44.76,1044.76,1044.78
44.78,1044.76,1044.78
44.8,1044.76,1044.78
44.82,1044.8,1044.82
44.84,1044.8,1044.82
44.86,1044.82,1044.84
44.88,1044.84,1044.86
44.9,1044.86,1044.88
44.92,1044.91,1044.93
44.94,1044.91,1044.93
44.96,1044.92,1044.94
44.98,1044.95,1044.97
45,1044.98,1045
45.02,1044.98,1045
45.04,1045,1045.02
45.06,1045.02,1045.04
45.08,1045.05,1045.07
45.1,1045.06,1045.08
45.12,1045.09,1045.11
45.14,1045.11,1045.13
45.16,1045.12,1045.14
45.18,1045.17,1045.19
45.2,1045.19,1045.21
45.22,1045.19,1045.21
45.24,1045.23,1045.25
45.26,1045.23,1045.25
45.28,1045.26,1045.28
45.3,1045.29,1045.31
45.32,1045.32,1045.34
45.34,1045.33,1045.35
45.36,1045.33,1045.35
45.38,1045.38,1045.4
45.4,1045.38,1045.4
45.42,1045.39,1045.41
45.44,1045.4,1045.42
45.46,1045.42,1045.44
45.48,1045.43,1045.45
45.5,1045.49,1045.51
45.52,1045.49,1045.51
45.54,1045.5,1045.52
45.56,1045.52,1045.54
45.58,1045.55,1045.57
45.6,1045.56,1045.58
45.62,1045.58,1045.6
45.64,1045.6,1045.62
45.66,1045.61,1045.63
45.68,1045.65,1045.67
45.7,1045.69,1045.71
45.72,1045.69,1045.71
45.74,1045.69,1045.71
45.76,1045.73,1045.75
45.78,1045.76,1045.78
45.8,1045.76,1045.78
45.82,1045.78,1045.8
45.84,1045.83,1045.85
45.86,1045.83,1045.85
45.88,1045.84,1045.86
45.9,1045.87,1045.89
45.92,1045.92,1045.94
45.94,1045.93,1045.95
45.96,1045.94,1045.96
45.98,1045.94,1045.96
46,1045.96,1045.98
46.02,1045.98,1046
46.04,1046.02,1046.04
46.06,1046.02,1046.04
46.08,1046.05,1046.07
46.1,1046.07,1046.09
46.12,1046.07,1046.09
46.14,1046.09,1046.11
46.16,1046.13,1046.15
46.18,1046.14,1046.16
46.2,1046.17,1046.19
46.22,1046.19,1046.21
46.24,1046.24,1046.26
46.26,1046.24,1046.26
46.28,1046.24,1046.26
46.3,1046.25,1046.27
46.32,1046.27,1046.29
46.34,1046.3,1046.32
46.36,1046.32,1046.34
46.38,1046.34,1046.36
46.4,1046.38,1046.4
46.42,1046.4,1046.42
46.44,1046.42,1046.44
46.46,1046.42,1046.44
46.48,1046.44,1046.46
46.5,1046.5,1046.52
46.52,1046.5,1046.52
46.54,1046.51,1046.53
46.56,1046.55,1046.57
46.58,1046.57,1046.59
46.6,1046.59,1046.61
46.62,1046.59,1046.61
46.64,1046.61,1046.63
46.66,1046.62,1046.64
46.68,1046.63,1046.65
46.7,1046.65,1046.67
46.72,1046.7,1046.72
46.74,1046.7,1046.72
46.76,1046.75,1046.77
46.78,1046.75,1046.77
46.8,1046.76,1046.78
46.82,1046.77,1046.79
46.84,1046.8,1046.82
46.86,1046.82,1046.84
46.88,1046.86,1046.88
46.9,1046.9,1046.92
46.92,1046.91,1046.93
46.94,1046.91,1046.93
46.96,1046.93,1046.95
46.98,1046.95,1046.97
47,1047,1047.02
47.02,1047,1047.02
47.04,1047,1047.02
47.06,1047.02,1047.04
47.08,1047.06,1047.08
47.1,1047.06,1047.08
47.12,1047.11,1047.13
47.14,1047.12,1047.14
47.16,1047.12,1047.14
47.18,1047.14,1047.16
47.2,1047.15,1047.17
47.22,1047.18,1047.2
47.24,1047.2,1047.22
47.26,1047.24,1047.26
47.28,1047.27,1047.29
47.3,1047.27,1047.29
47.32,1047.3,1047.32
47.34,1047.3,1047.32
47.36,1047.35,1047.37
47.38,1047.38,1047.4
47.4,1047.38,1047.4
47.42,1047.39,1047.41
47.44,1047.39,1047.41
47.46,1047.41,1047.43
47.48,1047.44,1047.46
47.5,1047.49,1047.51
47.52,1047.49,1047.51
47.54,1047.49,1047.51
47.56,1047.52,1047.54
47.58,1047.57,1047.59
47.6,1047.57,1047.59
47.62,1047.57,1047.59
47.64,1047.61,1047.63
47.66,1047.61,1047.63
47.68,1047.63,1047.65
47.7,1047.65,1047.67
47.72,1047.69,1047.71
47.74,1047.72,1047.74
47.76,1047.73,1047.75
47.78,1047.77,1047.79
47.8,1047.77,1047.79
47.82,1047.79,1047.81
47.84,1047.8,1047.82
47.86,1047.83,1047.85
47.88,1047.86,1047.88
47.9,1047.89,1047.91
47.92,1047.9,1047.92
47.94,1047.91,1047.93
47.96,1047.93,1047.95
47.98,1047.93,1047.95
48,1048,1048.02
48.02,1048.02,1048.04
48.04,1048.02,1048.04
48.06,1048.02,1048.04
48.08,1048.07,1048.09
48.1,1048.07,1048.09
48.12,1048.09,1048.11
48.14,1048.1,1048.12
48.16,1048.11,1048.13
48.18,1048.15,1048.17
48.2,1048.16,1048.18
48.22,1048.19,1048.21
48.24,1048.21,1048.23
48.26,1048.25,1048.27
48.28,1048.25,1048.27
48.3,1048.26,1048.28
48.32,1048.3,1048.32
48.34,1048.33,1048.35
48.36,1048.33,1048.35
48.38,1048.36,1048.38
48.4,1048.38,1048.4
48.42,1048.38,1048.4
48.44,1048.44,1048.46
48.46,1048.45,1048.47
48.48,1048.47,1048.49
48.5,1048.47,1048.49
48.52,1048.47,1048.49
48.54,1048.5,1048.52
48.56,1048.56,1048.58
48.58,1048.56,1048.58
48.6,1048.56,1048.58
48.62,1048.58,1048.6
48.64,1048.64,1048.66
48.66,1048.64,1048.66
48.68,1048.64,1048.66
48.7,1048.68,1048.7
48.72,1048.7,1048.72
48.74,1048.7,1048.72
48.76,1048.71,1048.73
48.78,1048.75,1048.77
48.8,1048.79,1048.81
48.82,1048.79,1048.81
48.84,1048.82,1048.84
48.86,1048.84,1048.86
48.88,1048.84,1048.86
48.9,1048.9,1048.92
48.92,1048.9,1048.92
48.94,1048.92,1048.94
48.96,1048.92,1048.94
48.98,1048.98,1049
49,1048.98,1049
49.02,1048.98,1049
49.04,1049,1049.02
49.06,1049.04,1049.06
49.08,1049.04,1049.06
49.1,1049.09,1049.11
49.12,1049.09,1049.11
49.14,1049.12,1049.14
49.16,1049.12,1049.14
49.18,1049.13,1049.15
49.2,1049.18,1049.2
49.22,1049.19,1049.21
49.24,1049.19,1049.21
49.26,1049.21,1049.23
49.28,1049.24,1049.26
49.3,1049.25,1049.27
49.32,1049.29,1049.31
49.34,1049.32,1049.34
49.36,1049.32,1049.34
49.38,1049.33,1049.35
49.4,1049.35,1049.37
49.42,1049.41,1049.43
49.44,1049.44,1049.46
49.46,1049.44,1049.46
49.48,1049.44,1049.46
49.5,1049.46,1049.48
49.52,1049.51,1049.53
49.54,1049.51,1049.53
49.56,1049.54,1049.56
49.58,1049.54,1049.56
49.6,1049.56,1049.58
49.62,1049.57,1049.59
49.64,1049.59,1049.61
49.66,1049.61,1049.63
49.68,1049.66,1049.68
49.7,1049.66,1049.68
49.72,1049.7,1049.72
49.74,1049.7,1049.72
49.76,1049.75,1049.77
49.78,1049.76,1049.78
49.8,1049.78,1049.8
49.82,1049.79,1049.81
49.84,1049.8,1049.82
49.86,1049.82,1049.84
49.88,1049.83,1049.85
49.9,1049.86,1049.88
49.92,1049.92,1049.94
49.94,1049.92,1049.94
49.96,1049.92,1049.94
49.98,1049.93,1049.95
50,1049.96,1049.98
50.02,1049.97,1049.99
50.04,1050.03,1050.05
50.06,1050.03,1050.05
50.08,1050.03,1050.05
50.1,1050.09,1050.11
50.12,1050.09,1050.11
50.14,1050.1,1050.12
50.16,1050.11,1050.13
50.18,1050.15,1050.17
50.2,1050.18,1050.2
50.22,1050.19,1050.21
50.24,1050.21,1050.23
50.26,1050.22,1050.24
50.28,1050.26,1050.28
50.3,1050.26,1050.28
50.32,1050.28,1050.3
50.34,1050.33,1050.35
50.36,1050.35,1050.37
50.38,1050.35,1050.37
50.4,1050.36,1050.38
50.42,1050.38,1050.4
50.44,1050.4,1050.42
50.46,1050.44,1050.46
50.48,1050.44,1050.46
50.5,1050.48,1050.5
50.52,1050.49,1050.51
50.54,1050.54,1050.56
50.56,1050.54,1050.56
50.58,1050.54,1050.56
50.6,1050.56,1050.58
50.62,1050.57,1050.59
50.64,1050.59,1050.61
50.66,1050.63,1050.65
50.68,1050.64,1050.66
50.7,1050.69,1050.71
50.72,1050.69,1050.71
50.74,1050.69,1050.71
50.76,1050.71,1050.73
50.78,1050.78,1050.8
50.8,1050.78,1050.8
50.82,1050.79,1050.81
50.84,1050.83,1050.85
50.86,1050.84,1050.86
50.88,1050.88,1050.9
50.9,1050.88,1050.9
50.92,1050.88,1050.9
50.94,1050.89,1050.91
50.96,1050.92,1050.94
50.98,1050.93,1050.95
51,1050.98,1051
51.02,1051.02,1051.04
51.04,1051.02,1051.04
51.06,1051.02,1051.04
51.08,1051.03,1051.05
51.1,1051.07,1051.09
51.12,1051.07,1051.09
51.14,1051.13,1051.15
51.16,1051.13,1051.15
51.18,1051.16,1051.18
51.2,1051.16,1051.18
51.22,1051.18,1051.2
51.24,1051.19,1051.21
51.26,1051.23,1051.25
51.28,1051.23,1051.25
51.3,1051.25,1051.27
51.32,1051.3,1051.32
51.34,1051.3,1051.32
51.36,1051.32,1051.34
51.38,1051.37,1051.39
51.4,1051.37,1051.39
51.42,1051.38,1051.4
51.44,1051.41,1051.43
51.46,1051.42,1051.44
51.48,1051.45,1051.47
51.5,1051.45,1051.47
51.52,1051.49,1051.51
51.54,1051.5,1051.52
51.56,1051.54,1051.56
51.58,1051.56,1051.58
51.6,1051.6,1051.62
51.62,1051.6,1051.62
51.64,1051.6,1051.62
51.66,1051.62,1051.64
51.68,1051.64,1051.66
51.7,1051.65,1051.67
51.72,1051.71,1051.73
51.74,1051.71,1051.73
51.76,1051.71,1051.73
51.78,1051.73,1051.75
51.8,1051.77,1051.79
51.82,1051.78,1051.8
51.84,1051.8,1051.82
51.86,1051.81,1051.83
51.88,1051.86,1051.88
51.9,1051.87,1051.89
51.92,1051.91,1051.93
51.94,1051.91,1051.93
51.96,1051.91,1051.93
51.98,1051.94,1051.96
52,1051.95,1051.97
52.02,1052,1052.02
52.04,1052,1052.02
52.06,1052.01,1052.03
52.08,1052.05,1052.07
52.1,1052.07,1052.09
52.12,1052.1,1052.12
52.14,1052.1,1052.12
52.16,1052.15,1052.17
52.18,1052.17,1052.19
52.2,1052.17,1052.19
52.22,1052.17,1052.19
52.24,1052.21,1052.23
52.26,1052.25,1052.27
52.28,1052.25,1052.27
52.3,1052.26,1052.28
52.32,1052.3,1052.32
52.34,1052.3,1052.32
52.36,1052.35,1052.37
52.38,1052.35,1052.37
52.4,1052.35,1052.37
52.42,1052.4,1052.42
52.44,1052.4,1052.42
52.46,1052.44,1052.46
52.48,1052.44,1052.46
52.5,1052.45,1052.47
52.52,1052.51,1052.53
52.54,1052.51,1052.53
52.56,1052.52,1052.54
52.58,1052.53,1052.55
52.6,1052.6,1052.62
52.62,1052.6,1052.62
52.64,1052.62,1052.64
52.66,1052.62,1052.64
52.68,1052.63,1052.65
52.7,1052.67,1052.69
52.72,1052.67,1052.69
52.74,1052.7,1052.72
52.76,1052.71,1052.73
52.78,1052.76,1052.78
52.8,1052.76,1052.78
52.82,1052.77,1052.79
52.84,1052.8,1052.82
52.86,1052.81,1052.83
52.88,1052.83,1052.85
52.9,1052.85,1052.87
52.92,1052.9,1052.92
52.94,1052.9,1052.92
52.96,1052.95,1052.97
52.98,1052.97,1052.99
53,1052.97,1052.99
53.02,1052.98,1053
53.04,1053.03,1053.05
53.06,1053.03,1053.05
53.08,1053.05,1053.07
53.1,1053.08,1053.1
53.12,1053.09,1053.11
53.14,1053.09,1053.11
53.16,1053.11,1053.13
53.18,1053.13,1053.15
53.2,1053.15,1053.17
53.22,1053.2,1053.22
53.24,1053.2,1053.22
53.26,1053.21,1053.23
53.28,1053.24,1053.26
53.3,1053.28,1053.3
53.32,1053.28,1053.3
53.34,1053.29,1053.31
53.36,1053.35,1053.37
53.38,1053.35,1053.37
53.4,1053.35,1053.37
53.42,1053.38,1053.4
53.44,1053.39,1053.41
53.46,1053.41,1053.43
53.48,1053.43,1053.45
53.5,1053.45,1053.47
53.52,1053.48,1053.5
53.54,1053.53,1053.55
53.56,1053.53,1053.55
53.58,1053.53,1053.55
53.6,1053.57,1053.59
53.62,1053.57,1053.59
53.64,1053.59,1053.61
53.66,1053.65,1053.67
53.68,1053.65,1053.67
53.7,1053.67,1053.69
53.72,1053.67,1053.69
53.74,1053.69,1053.71
53.76,1053.71,1053.73
53.78,1053.75,1053.77
53.8,1053.75,1053.77
53.82,1053.77,1053.79
53.84,1053.83,1053.85
53.86,1053.83,1053.85
53.88,1053.84,1053.86
53.9,1053.86,1053.88
53.92,1053.9,1053.92
53.94,1053.9,1053.92
53.96,1053.93,1053.95
53.98,1053.93,1053.95
54,1053.96,1053.98
54.02,1053.97,1053.99
54.04,1054.01,1054.03
54.06,1054.04,1054.06
54.08,1054.04,1054.06
54.1,1054.05,1054.07
54.12,1054.08,1054.1
54.14,1054.1,1054.12
54.16,1054.15,1054.17
54.18,1054.17,1054.19
54.2,1054.18,1054.2
54.22,1054.19,1054.21
54.24,1054.2,1054.22
54.26,1054.21,1054.23
54.28,1054.23,1054.25
54.3,1054.28,1054.3
54.32,1054.31,1054.33
54.34,1054.31,1054.33
54.36,1054.33,1054.35
54.38,1054.33,1054.35
54.4,1054.39,1054.41
54.42,1054.39,1054.41
54.44,1054.42,1054.44
54.46,1054.42,1054.44
54.48,1054.47,1054.49
54.5,1054.48,1054.5
54.52,1054.48,1054.5
54.54,1054.51,1054.53
54.56,1054.55,1054.57
54.58,1054.55,1054.57
54.6,1054.56,1054.58
54.62,1054.57,1054.59
54.64,1054.61,1054.63
54.66,1054.61,1054.63
54.68,1054.63,1054.65
54.7,1054.67,1054.69
54.72,1054.71,1054.73
54.74,1054.71,1054.73
54.76,1054.73,1054.75
54.78,1054.74,1054.76
54.8,1054.75,1054.77
54.82,1054.8,1054.82
54.84,1054.8,1054.82
54.86,1054.81,1054.83
54.88,1054.83,1054.85
54.9,1054.88,1054.9
54.92,1054.9,1054.92
54.94,1054.92,1054.94
54.96,1054.92,1054.94
54.98,1054.93,1054.95
55,1054.99,1055.01
55.02,1054.99,1055.01
55.04,1054.99,1055.01
55.06,1055.01,1055.03
55.08,1055.03,1055.05
55.1,1055.05,1055.07
55.12,1055.08,1055.1
55.14,1055.11,1055.13
55.16,1055.11,1055.13
55.18,1055.16,1055.18
55.2,1055.16,1055.18
55.22,1055.21,1055.23
55.24,1055.23,1055.25
55.26,1055.24,1055.26
55.28,1055.27,1055.29
55.3,1055.27,1055.29
55.32,1055.28,1055.3
55.34,1055.32,1055.34
55.36,1055.35,1055.37
55.38,1055.35,1055.37
55.4,1055.36,1055.38
55.42,1055.38,1055.4
55.44,1055.39,1055.41
55.46,1055.42,1055.44
55.48,1055.43,1055.45
55.5,1055.44,1055.46
55.52,1055.46,1055.48
55.54,1055.5,1055.52
55.56,1055.53,1055.55
55.58,1055.53,1055.55
55.6,1055.55,1055.57
55.62,1055.59,1055.61
55.64,1055.63,1055.65
55.66,1055.63,1055.65
55.68,1055.64,1055.66
55.7,1055.65,1055.67
55.72,1055.66,1055.68
55.74,1055.73,1055.75
55.76,1055.73,1055.75
55.78,1055.73,1055.75
55.8,1055.79,1055.81
55.82,1055.8,1055.82
55.84,1055.8,1055.82
55.86,1055.81,1055.83
55.88,1055.84,1055.86
55.9,1055.84,1055.86
55.92,1055.9,1055.92
55.94,1055.9,1055.92
55.96,1055.92,1055.94
55.98,1055.95,1055.97
56,1055.99,1056.01
56.02,1056.01,1056.03
56.04,1056.01,1056.03
56.06,1056.01,1056.03
56.08,1056.03,1056.05
56.1,1056.04,1056.06
56.12,1056.07,1056.09
56.14,1056.09,1056.11
56.16,1056.1,1056.12
56.18,1056.14,1056.16
56.2,1056.15,1056.17
56.22,1056.2,1056.22
56.24,1056.2,1056.22
56.26,1056.22,1056.24
56.28,1056.23,1056.25
56.3,1056.28,1056.3
56.32,1056.28,1056.3
56.34,1056.32,1056.34
56.36,1056.34,1056.36
56.38,1056.36,1056.38
56.4,1056.36,1056.38
56.42,1056.4,1056.42
56.44,1056.41,1056.43
56.46,1056.41,1056.43
56.48,1056.44,1056.46
56.5,1056.46,1056.48
56.52,1056.48,1056.5
56.54,1056.49,1056.51
56.56,1056.5,1056.52
56.58,1056.54,1056.56
56.6,1056.57,1056.59
56.62,1056.6,1056.62
56.64,1056.62,1056.64
56.66,1056.62,1056.64
56.68,1056.62,1056.64
56.7,1056.67,1056.69
56.72,1056.67,1056.69
56.74,1056.7,1056.72
56.76,1056.74,1056.76
56.78,1056.74,1056.76
56.8,1056.76,1056.78
56.82,1056.8,1056.82
56.84,1056.8,1056.82
56.86,1056.82,1056.84
56.88,1056.83,1056.85
56.9,1056.84,1056.86
56.92,1056.88,1056.9
56.94,1056.93,1056.95
56.96,1056.93,1056.95
56.98,1056.96,1056.98
57,1056.96,1056.98
57.02,1056.97,1056.99
57.04,1056.99,1057.01
57.06,1057.03,1057.05
57.08,1057.06,1057.08
57.1,1057.06,1057.08
57.12,1057.07,1057.09
57.14,1057.08,1057.1
57.16,1057.12,1057.14
57.18,1057.12,1057.14
57.2,1057.14,1057.16
57.22,1057.17,1057.19
57.24,1057.18,1057.2
57.26,1057.24,1057.26
57.28,1057.24,1057.26
57.3,1057.27,1057.29
57.32,1057.28,1057.3
57.34,1057.33,1057.35
57.36,1057.33,1057.35
57.38,1057.33,1057.35
57.4,1057.35,1057.37
57.42,1057.36,1057.38
57.44,1057.39,1057.41
57.46,1057.44,1057.46
57.48,1057.44,1057.46
57.5,1057.47,1057.49
57.52,1057.47,1057.49
57.54,1057.49,1057.51
57.56,1057.54,1057.56
57.58,1057.54,1057.56
57.6,1057.55,1057.57
57.62,1057.57,1057.59
57.64,1057.58,1057.6
57.66,1057.61,1057.63
57.68,1057.62,1057.64
57.7,1057.67,1057.69
57.72,1057.7,1057.72
57.74,1057.71,1057.73
57.76,1057.71,1057.73
57.78,1057.73,1057.75
57.8,1057.75,1057.77
57.82,1057.81,1057.83
57.84,1057.81,1057.83
57.86,1057.85,1057.87
57.88,1057.85,1057.87
57.9,1057.88,1057.9
57.92,1057.89,1057.91
57.94,1057.91,1057.93
57.96,1057.93,1057.95
57.98,1057.94,1057.96
58,1057.95,1057.97
58.02,1057.97,1057.99
58.04,1058.02,1058.04
58.06,1058.02,1058.04
58.08,1058.03,1058.05
58.1,1058.05,1058.07
58.12,1058.07,1058.09
58.14,1058.09,1058.11
58.16,1058.1,1058.12
58.18,1058.16,1058.18
58.2,1058.16,1058.18
58.22,1058.16,1058.18
58.24,1058.2,1058.22
58.26,1058.2,1058.22
58.28,1058.22,1058.24
58.3,1058.28,1058.3
58.32,1058.28,1058.3
58.34,1058.32,1058.34
58.36,1058.32,1058.34
58.38,1058.33,1058.35
58.4,1058.34,1058.36
58.42,1058.37,1058.39
58.44,1058.4,1058.42
58.46,1058.4,1058.42
58.48,1058.45,1058.47
58.5,1058.46,1058.48
58.52,1058.48,1058.5
58.54,1058.48,1058.5
58.56,1058.55,1058.57
58.58,1058.55,1058.57
58.6,1058.55,1058.57
58.62,1058.58,1058.6
58.64,1058.59,1058.61
58.66,1058.6,1058.62
58.68,1058.65,1058.67
58.7,1058.67,1058.69
58.72,1058.67,1058.69
58.74,1058.7,1058.72
58.76,1058.73,1058.75
58.78,1058.73,1058.75
58.8,1058.78,1058.8
58.82,1058.78,1058.8
58.84,1058.78,1058.8
58.86,1058.81,1058.83
58.88,1058.85,1058.87
58.9,1058.85,1058.87
58.92,1058.9,1058.92
58.94,1058.92,1058.94
58.96,1058.92,1058.94
58.98,1058.95,1058.97
59,1058.96,1058.98
59.02,1058.98,1059
59.04,1059.03,1059.05
59.06,1059.03,1059.05
59.08,1059.04,1059.06
59.1,1059.07,1059.09
59.12,1059.07,1059.09
59.14,1059.1,1059.12
59.16,1059.1,1059.12
59.18,1059.14,1059.16
59.2,1059.16,1059.18
59.22,1059.16,1059.18
59.24,1059.21,1059.23
59.26,1059.23,1059.25
59.28,1059.26,1059.28
59.3,1059.26,1059.28
59.32,1059.26,1059.28
59.34,1059.28,1059.3
59.36,1059.33,1059.35
59.38,1059.33,1059.35
59.4,1059.36,1059.38
59.42,1059.36,1059.38
59.44,1059.41,1059.43
59.46,1059.44,1059.46
59.48,1059.44,1059.46
59.5,1059.45,1059.47
59.52,1059.5,1059.52
59.54,1059.5,1059.52
59.56,1059.5,1059.52
59.58,1059.55,1059.57
59.6,1059.57,1059.59
59.62,1059.58,1059.6
59.64,1059.59,1059.61
59.66,1059.64,1059.66
59.68,1059.64,1059.66
59.7,1059.69,1059.71
59.72,1059.69,1059.71
59.74,1059.71,1059.73
59.76,1059.74,1059.76
59.78,1059.74,1059.76
59.8,1059.77,1059.79
59.82,1059.78,1059.8
59.84,1059.8,1059.82
59.86,1059.8,1059.82
59.88,1059.82,1059.84
59.9,1059.86,1059.88
59.92,1059.86,1059.88
59.94,1059.91,1059.93
59.96,1059.91,1059.93
59.98,1059.92,1059.94
60,1059.97,1059.99
